ID	INDIVIDUAL_ID	PLATE_ID	WELL_ID	DATE	REGION	REEF	ZONING	Ysite	Xsite	Yind	Xind	SPECIES	LIFE_STAGE	FL	TL
Plec03_B08	T25275	Plec_03	B08	22/01/08	Keppel Islands	Halfway Green	MPZ	-23.2	150.97	150.9733	-23.19955	P. maculatus	Adult	399	422
Plec03_C11	T25965	Plec_03	C11	25/01/08	Keppel Islands	Halfway Green	MPZ	-23.2	150.97	150.97265	-23.201	P. maculatus	Adult	399	402
Plec03_G01	T25283	Plec_03	G01	22/01/08	Keppel Islands	Halfway Green	MPZ	-23.2	150.97	150.9733	-23.19955	P. maculatus	Adult	399	421
Plec30_H09	P.Ad-01334	Plec_30	H09	21/05/12	Keppel Islands	Halfway Green	MPZ	-23.2	150.97	-23.198	150.9736	P. maculatus	Adult	400	425
Plec01_D05	T26900	Plec_01	D05	30/01/08	Keppel Islands	Middle Is	MPZ	-23.17	150.92	150.9234667	-23.16448333	P. maculatus	Adult	400	427
Plec01_E02	T26863	Plec_01	E02	29/01/08	Keppel Islands	Middle Is	MPZ	-23.17	150.92	150.8877667	-23.16225	P. maculatus	Adult	400	418
Plec03_F08	T33113	Plec_03	F08	31/01/08	Keppel Islands	Halfway Green	MPZ	-23.2	150.97	150.9731167	-23.1996	P. maculatus	Adult	400	425
Plec05_E10	T25732	Plec_05	E10	25/01/08	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	150.9731333	-23.19728333	P. maculatus	Adult	400	420
Plec05_H07	T25329	Plec_05	H07	21/01/08	Keppel Islands	Halfway Green	MPZ	-23.2	150.97	150.9731667	-23.20161667	P. maculatus	Adult	400	422
Plec06_H03	T16023	Plec_06	H03	28/11/07	Keppel Islands	Middle Is	MPZ	-23.17	150.92	150.9128833	-23.16476667	P. maculatus	Adult	400	420
Plec03_G09	T26120	Plec_03	G09	25/01/08	Keppel Islands	Halfway Green	MPZ	-23.2	150.97	150.9737333	-23.19833333	P. maculatus	Adult	402	425
Plec03_G11	T26787	Plec_03	G11	30/01/08	Keppel Islands	Halfway Green	MPZ	-23.2	150.97	150.9735	-23.19731667	P. maculatus	Adult	402	425
Plec03_D03	T25202	Plec_03	D03	21/01/08	Keppel Islands	Halfway Green	MPZ	-23.2	150.97	150.9731333	-23.19945	P. maculatus	Adult	403	428
Plec06_F12	T15674	Plec_06	F12	26/11/07	Keppel Islands	Middle Is	MPZ	-23.17	150.92	150.91455	-23.16083333	P. maculatus	Adult	403	423
Plec03_A02	T26516	Plec_03	A02	26/01/08	Keppel Islands	Halfway Green	MPZ	-23.2	150.97	150.9734333	-23.19925	P. maculatus	Adult	404	428
Plec03_F01	T26558	Plec_03	F01	27/01/08	Keppel Islands	Halfway Green	MPZ	-23.2	150.97	150.9728	-23.20003333	P. maculatus	Adult	404	431
Plec30_H06	P.Ad-01331	Plec_30	H06	20/05/12	Keppel Islands	Halfway Green	MPZ	-23.2	150.97	-23.2022	150.9733	P. maculatus	Adult	405	425
Plec05_F09	T16584	Plec_05	F09	30/11/07	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	NA	NA	P. maculatus	Adult	405	431
Plec05_H12	T25375	Plec_05	H12	22/01/08	Keppel Islands	Middle Is	MPZ	-23.17	150.92	150.9233333	-23.16705	P. maculatus	Adult	405	430
Plec05_B12	T26978	Plec_05	B12	1/02/08	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	150.98125	-23.1889	P. maculatus	Adult	407	430
Plec01_D01	T26899	Plec_01	D01	30/01/08	Keppel Islands	Middle Is	MPZ	-23.17	150.92	150.9234667	-23.16448333	P. maculatus	Adult	408	421
Plec31_B11	P.Ad-01359	Plec_31	B11	22/05/12	Keppel Islands	Miall Is	HPZ	-23.15	150.9	-23.1498	150.9009	P. maculatus	Adult	409	431
Plec01_D09	T26111	Plec_01	D09	25/01/08	Keppel Islands	Middle Is	MPZ	-23.17	150.92	150.9126833	-23.16266667	P. maculatus	Adult	410	430
Plec05_E11	T19387	Plec_05	E11	21/01/08	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	150.9838333	-23.19056667	P. maculatus	Adult	410	433
Plec01_E12	T19748	Plec_01	E12	28/01/08	Keppel Islands	Middle Is	MPZ	-23.17	150.92	150.9137667	-23.16278333	P. maculatus	Adult	412	430
Plec03_A06	T26293	Plec_03	A06	27/01/08	Keppel Islands	Halfway Green	MPZ	-23.2	150.97	150.9706667	-23.19201667	P. maculatus	Adult	414	440
Plec01_A08	T26910	Plec_01	A08	30/01/08	Keppel Islands	Middle Is	MPZ	-23.17	150.92	150.9219667	-23.16511667	P. maculatus	Adult	415	437
Plec03_B09	T25838	Plec_03	B09	25/01/08	Keppel Islands	Halfway Green	MPZ	-23.2	150.97	150.97335	-23.20018333	P. maculatus	Adult	415	439
Plec03_D08	T25216	Plec_03	D08	21/01/08	Keppel Islands	Halfway Green	MPZ	-23.2	150.97	150.9730667	-23.20111667	P. maculatus	Adult	415	436
Plec01_D03	T26906	Plec_01	D03	30/01/08	Keppel Islands	Middle Is	MPZ	-23.17	150.92	150.9238	-23.16731667	P. maculatus	Adult	416	434
Plec03_G06	T26513	Plec_03	G06	26/01/08	Keppel Islands	Halfway Green	MPZ	-23.2	150.97	150.9734333	-23.19925	P. maculatus	Adult	417	438
Plec05_G12	T16291	Plec_05	G12	30/11/07	Keppel Islands	Halfway Green	MPZ	-23.2	150.97	150.9728167	-23.20231667	P. maculatus	Adult	418	445
Plec30_E01	P.Ad-01290	Plec_30	E01	3/06/12	Keppel Islands	Egg Rock	MPZ	-23.2	151.1	-23.1995	151.1022	P. maculatus	Adult	420	450
Plec46_A09	P.Ad-01705	Plec_46	A09	3/06/12	Keppel Islands	Barren North	HPZ	-23.16	151.07	-23.1565	151.0728	P. maculatus	Adult	420	440
Plec02_G05	T26763	Plec_02	G05	29/01/08	Keppel Islands	Halfway Green	MPZ	-23.2	150.97	150.9730833	-23.20151667	P. maculatus	Adult	420	450
Plec03_C09	T33110	Plec_03	C09	31/01/08	Keppel Islands	Halfway Green	MPZ	-23.2	150.97	150.9731833	-23.19668333	P. maculatus	Adult	420	450
Plec06_F05	T00948	Plec_06	F05	25/11/07	Keppel Islands	Middle Is	MPZ	-23.17	150.92	150.92155	-23.16813333	P. maculatus	Adult	420	440
Plec01_B08	T26213	Plec_01	B08	29/01/08	Keppel Islands	Middle Is	MPZ	-23.17	150.92	150.9250833	-23.1676	P. maculatus	Adult	421	440
Plec03_A08	T25807	Plec_03	A08	25/01/08	Keppel Islands	Halfway Green	MPZ	-23.2	150.97	150.9735333	-23.19811667	P. maculatus	Adult	422	442
Plec06_H06	T00198	Plec_06	H06	20/11/07	Keppel Islands	Middle Is	MPZ	-23.17	150.92	NA	NA	P. maculatus	Adult	422	446
Plec05_H11	T19710	Plec_05	H11	20/01/08	Keppel Islands	Middle Is	MPZ	-23.17	150.92	150.91375	-23.16395	P. maculatus	Adult	423	448
Plec02_H12	T15767	Plec_02	H12	27/11/07	Keppel Islands	Halfway Green	MPZ	-23.2	150.97	150.9730167	-23.2017	P. maculatus	Adult	424	432
Plec03_C10	T19368	Plec_03	C10	21/01/08	Keppel Islands	Halfway Green	MPZ	-23.2	150.97	150.973	-23.20145	P. maculatus	Adult	424	447
Plec30_G09	P.Ad-01322	Plec_30	G09	3/06/12	Keppel Islands	Egg Rock	MPZ	-23.2	151.1	-23.1998	151.0983	P. maculatus	Adult	425	452
Plec03_C06	T33115	Plec_03	C06	31/01/08	Keppel Islands	Halfway Green	MPZ	-23.2	150.97	150.9731167	-23.1996	P. maculatus	Adult	425	450
Plec05_C04	T26264	Plec_05	C04	26/01/08	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	150.9862167	-23.19213333	P. maculatus	Adult	425	445
Plec03_C02	T25005	Plec_03	C02	22/01/08	Keppel Islands	Halfway Green	MPZ	-23.2	150.97	150.98975	-23.19763333	P. maculatus	Adult	426	454
Plec30_A04	P.Ad-01242	Plec_30	A04	1/06/12	Keppel Islands	Halfway Green	MPZ	-23.2	150.97	-23.1971	150.9732	P. maculatus	Adult	428	452
Plec30_G05	P.Ad-01318	Plec_30	G05	20/05/12	Keppel Islands	Halfway Green	MPZ	-23.2	150.97	-23.1993	150.9733	P. maculatus	Adult	428	451
Plec30_H11	P.Ad-01336	Plec_30	H11	21/05/12	Keppel Islands	Halfway Green	MPZ	-23.2	150.97	-23.1981	150.9736	P. maculatus	Adult	430	455
Plec31_B08	P.Ad-01356	Plec_31	B08	20/05/12	Keppel Islands	Humpy Passage	HPZ	-23.2	150.97	-23.2028	150.9734	P. maculatus	Adult	430	455
Plec01_A02	T33177	Plec_01	A02	3/02/08	Keppel Islands	Middle Is	MPZ	-23.17	150.92	150.91765	-23.16965	P. maculatus	Adult	430	455
Plec01_B09	T33594	Plec_01	B09	3/02/08	Keppel Islands	Middle Is	MPZ	-23.17	150.92	150.92175	-23.16963333	P. maculatus	Adult	430	445
Plec05_D02	T01086	Plec_05	D02	23/11/07	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	150.9829	-23.19186667	P. maculatus	Adult	430	440
Plec05_G09	T01086	Plec_05	G09	23/11/07	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	150.9829	-23.19186667	P. maculatus	Adult	430	440
Plec06_F09	T01608	Plec_06	F09	26/11/07	Keppel Islands	Middle Is	MPZ	-23.17	150.92	150.9221667	-23.16733333	P. maculatus	Adult	430	450
Plec29_H10	P.Ad-01237	Plec_29	H10	22/05/12	Keppel Islands	Middle Is	MPZ	-23.17	150.92	-23.1615	150.9204	P. maculatus	Adult	431	439
Plec05_C06	T25318	Plec_05	C06	21/01/08	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	150.9264833	-23.18863333	P. maculatus	Adult	431	451
Plec31_E05	P.Ad-01389	Plec_31	E05	27/05/12	Keppel Islands	Egg Rock	MPZ	-23.2	151.1	-23.1995	151.098	P. maculatus	Adult	432	462
Plec01_C11	T26902	Plec_01	C11	30/01/08	Keppel Islands	Middle Is	MPZ	-23.17	150.92	150.9238	-23.16731667	P. maculatus	Adult	432	454
Plec03_F03	T26329	Plec_03	F03	28/01/08	Keppel Islands	Halfway Green	MPZ	-23.2	150.97	150.9734167	-23.20221667	P. maculatus	Adult	432	455
Plec05_C09	T19738	Plec_05	C09	27/01/08	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	150.98685	-23.19296667	P. maculatus	Adult	434	461
Plec01_C09	T19113	Plec_01	C09	20/01/08	Keppel Islands	Middle Is	MPZ	-23.17	150.92	150.9141333	-23.16421667	P. maculatus	Adult	435	460
Plec01_E09	T26949	Plec_01	E09	31/01/08	Keppel Islands	Middle Is	MPZ	-23.17	150.92	150.9234	-23.16558333	P. maculatus	Adult	435	460
Plec05_G08	T16409	Plec_05	G08	29/11/07	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	150.9833	-23.19011667	P. maculatus	Adult	435	464
Plec02_G12	T15899	Plec_02	G12	29/11/07	Keppel Islands	Halfway Green	MPZ	-23.2	150.97	150.9735	-23.19975	P. maculatus	Adult	440	471
Plec05_F04	T26226	Plec_05	F04	30/01/08	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	150.9736667	-23.18491667	P. maculatus	Adult	440	460
Plec06_H05	T00937	Plec_06	H05	25/11/07	Keppel Islands	Middle Is	MPZ	-23.17	150.92	150.92155	-23.16813333	P. maculatus	Adult	440	460
Plec01_B04	T25910	Plec_01	B04	25/01/08	Keppel Islands	Middle Is	MPZ	-23.17	150.92	150.92355	-23.16403333	P. maculatus	Adult	441	471
Plec01_H11	T32125	Plec_01	H11	31/01/08	Keppel Islands	Middle Is	MPZ	-23.17	150.92	150.9234	-23.16558333	P. maculatus	Adult	441	465
Plec03_A12	T26508	Plec_03	A12	26/01/08	Keppel Islands	Halfway Green	MPZ	-23.2	150.97	150.9734333	-23.19925	P. maculatus	Adult	441	470
Plec03_B12	T25333	Plec_03	B12	21/01/08	Keppel Islands	Halfway Green	MPZ	-23.2	150.97	150.9731667	-23.20161667	P. maculatus	Adult	441	472
Plec30_H10	P.Ad-01335	Plec_30	H10	21/05/12	Keppel Islands	Halfway Green	MPZ	-23.2	150.97	-23.1981	150.9736	P. maculatus	Adult	443	466
Plec03_C07	T33105	Plec_03	C07	30/01/08	Keppel Islands	Halfway Green	MPZ	-23.2	150.97	150.97395	-23.19743333	P. maculatus	Adult	445	465
Plec03_E11	T25832	Plec_03	E11	25/01/08	Keppel Islands	Halfway Green	MPZ	-23.2	150.97	150.97335	-23.20018333	P. maculatus	Adult	446	470
Plec31_B09	P.Ad-01357	Plec_31	B09	21/05/12	Keppel Islands	Middle Is	MPZ	-23.17	150.92	-23.1618	150.9202	P. maculatus	Adult	447	475
Plec01_H03	T25515	Plec_01	H03	23/01/08	Keppel Islands	Middle Is	MPZ	-23.17	150.92	150.9236333	-23.16755	P. maculatus	Adult	448	470
Plec30_H08	P.Ad-01333	Plec_30	H08	21/05/12	Keppel Islands	Halfway Green	MPZ	-23.2	150.97	-23.198	150.9736	P. maculatus	Adult	449	466
Plec01_B02	T25384	Plec_01	B02	22/01/08	Keppel Islands	Middle Is	MPZ	-23.17	150.92	150.9267	-23.169	P. maculatus	Adult	450	475
Plec01_E04	T26894	Plec_01	E04	30/01/08	Keppel Islands	Middle Is	MPZ	-23.17	150.92	150.9230667	-23.16601667	P. maculatus	Adult	450	470
Plec01_F04	T26864	Plec_01	F04	29/01/08	Keppel Islands	Middle Is	MPZ	-23.17	150.92	150.8877667	-23.16225	P. maculatus	Adult	450	472
Plec06_G01	T00944	Plec_06	G01	25/11/07	Keppel Islands	Middle Is	MPZ	-23.17	150.92	150.92155	-23.16813333	P. maculatus	Adult	450	460
Plec05_E01	T33340	Plec_05	E01	1/02/08	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	150.98035	-23.18868333	P. maculatus	Adult	451	477
Plec01_D06	T25686	Plec_01	D06	23/01/08	Keppel Islands	Middle Is	MPZ	-23.17	150.92	150.9236833	-23.15078333	P. maculatus	Adult	452	477
Plec05_F06	T01700	Plec_05	F06	28/11/07	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	150.9794333	-23.18803333	P. maculatus	Adult	453	477
Plec01_E01	T26882	Plec_01	E01	29/01/08	Keppel Islands	Middle Is	MPZ	-23.17	150.92	150.9138333	-23.1629	P. maculatus	Adult	455	474
Plec03_A10	T25004	Plec_03	A10	22/01/08	Keppel Islands	Halfway Green	MPZ	-23.2	150.97	150.98975	-23.19763333	P. maculatus	Adult	455	486
Plec31_A01	P.Ad-01337	Plec_31	A01	21/05/12	Keppel Islands	Halfway Green	MPZ	-23.2	150.97	-23.1981	150.9736	P. maculatus	Adult	456	496
Plec03_H04	T19363	Plec_03	H04	21/01/08	Keppel Islands	Halfway Green	MPZ	-23.2	150.97	150.973	-23.20145	P. maculatus	Adult	458	485
Plec01_G12	T26212	Plec_01	G12	29/01/08	Keppel Islands	Middle Is	MPZ	-23.17	150.92	150.9250833	-23.1676	P. maculatus	Adult	459	484
Plec30_D10	P.Ad-01287	Plec_30	D10	3/06/12	Keppel Islands	Egg Rock	MPZ	-23.2	151.1	-23.1995	151.1022	P. maculatus	Adult	460	493
Plec31_B12	P.Ad-01360	Plec_31	B12	2/06/12	Keppel Islands	Egg Rock	MPZ	-23.2	151.1	-23.1986	151.1011	P. maculatus	Adult	460	480
Plec01_F01	T26013	Plec_01	F01	23/01/08	Keppel Islands	Middle Is	MPZ	-23.17	150.92	151.0998667	-23.19905	P. maculatus	Adult	460	490
Plec02_D10	T00637	Plec_02	D10	23/11/07	Keppel Islands	Egg Rock	MPZ	-23.2	151.1	NA	NA	P. maculatus	Adult	460	480
Plec02_G10	T16012	Plec_02	G10	28/11/07	Keppel Islands	Halfway Green	MPZ	-23.2	150.97	150.9721333	-23.19908333	P. maculatus	Adult	460	490
Plec06_F04	T26216	Plec_06	F04	29/01/08	Keppel Islands	Middle Is	MPZ	-23.17	150.92	150.9250833	-23.1676	P. maculatus	Adult	460	485
Plec03_F11	T19375	Plec_03	F11	21/01/08	Keppel Islands	Halfway Green	MPZ	-23.2	150.97	150.973	-23.20145	P. maculatus	Adult	462	491
Plec05_E07	T19396	Plec_05	E07	21/01/08	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	150.9862	-23.19205	P. maculatus	Adult	463	487
Plec01_B05	T19633	Plec_01	B05	20/01/08	Keppel Islands	Middle Is	MPZ	-23.17	150.92	150.9211	-23.16246667	P. maculatus	Adult	464	491
Plec05_D11	T26634	Plec_05	D11	28/01/08	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	150.9767667	-23.18715	P. maculatus	Adult	464	495
Plec01_F06	T33210	Plec_01	F06	30/01/08	Keppel Islands	Middle Is	MPZ	-23.17	150.92	150.9234667	-23.16448333	P. maculatus	Adult	465	495
Plec01_G08	T00563	Plec_01	G08	20/11/07	Keppel Islands	Middle Is	MPZ	-23.17	150.92	150.9263833	-23.1687	P. maculatus	Adult	465	490
Plec05_B09	T19734	Plec_05	B09	27/01/08	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	150.98685	-23.19296667	P. maculatus	Adult	465	485
Plec06_F06	T01618	Plec_06	F06	25/01/08	Keppel Islands	Middle Is	MPZ	-23.17	150.92	150.91985	-23.16371667	P. maculatus	Adult	465	490
Plec30_A03	P.Ad-01241	Plec_30	A03	28/05/12	Keppel Islands	Middle Is (Observatory)	MPZ	-23.17	150.92	-23.1713	150.9212	P. maculatus	Adult	466	480
Plec30_B07	P.Ad-01260	Plec_30	B07	2/06/12	Keppel Islands	Middle Is (Observatory)	MPZ	-23.17	150.92	-23.1712	150.9213	P. maculatus	Adult	466	485
Plec30_H07	P.Ad-01332	Plec_30	H07	20/05/12	Keppel Islands	Halfway Green	MPZ	-23.2	150.97	-23.2022	150.9733	P. maculatus	Adult	466	491
Plec31_C03	P.Ad-01363	Plec_31	C03	2/06/12	Keppel Islands	Egg Rock	MPZ	-23.2	151.1	-23.1986	151.1011	P. maculatus	Adult	466	497
Plec31_C04	P.Ad-01364	Plec_31	C04	2/06/12	Keppel Islands	Egg Rock	MPZ	-23.2	151.1	-23.1986	151.1011	P. maculatus	Adult	467	498
Plec05_B08	T26383	Plec_05	B08	27/01/08	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	150.9794333	-23.18788333	P. maculatus	Adult	467	490
Plec02_F05	T25577	Plec_02	F05	26/01/08	Keppel Islands	Egg Rock	MPZ	-23.2	151.1	151.0979167	-23.1988	P. maculatus	Adult	469	500
Plec01_B12	T25664	Plec_01	B12	24/01/08	Keppel Islands	Middle Is	MPZ	-23.17	150.92	150.9267333	-23.16898333	P. maculatus	Adult	470	495
Plec01_E06	T25689	Plec_01	E06	23/01/08	Keppel Islands	Middle Is	MPZ	-23.17	150.92	150.9236833	-23.15078333	P. maculatus	Adult	470	500
Plec01_H12	T25619	Plec_01	H12	23/01/08	Keppel Islands	Middle Is	MPZ	-23.17	150.92	150.91965	-23.16953333	P. maculatus	Adult	470	500
Plec02_H04	T16205	Plec_02	H04	29/11/07	Keppel Islands	Halfway Green	MPZ	-23.2	150.97	150.9733167	-23.20023333	P. maculatus	Adult	470	510
Plec03_B04	T26121	Plec_03	B04	25/01/08	Keppel Islands	Halfway Green	MPZ	-23.2	150.97	150.9737333	-23.19833333	P. maculatus	Adult	470	500
Plec03_F05	T26769	Plec_03	F05	29/01/08	Keppel Islands	Halfway Green	MPZ	-23.2	150.97	150.9730833	-23.20151667	P. maculatus	Adult	470	495
Plec01_C04	T26248	Plec_01	C04	30/01/08	Keppel Islands	Middle Is	MPZ	-23.17	150.92	150.92545	-23.16746667	P. maculatus	Adult	473	500
Plec05_F01	T01795	Plec_05	F01	27/11/07	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	150.97335	-23.2003	P. maculatus	Adult	477	500
Plec01_D02	T25411	Plec_01	D02	23/01/08	Keppel Islands	Middle Is	MPZ	-23.17	150.92	150.92045	-23.16136667	P. maculatus	Adult	480	511
Plec01_G11	T00001	Plec_01	G11	19/11/07	Keppel Islands	Middle Is	MPZ	-23.17	150.92	150.9214667	-23.17296667	P. maculatus	Adult	480	496
Plec02_B12	T00633	Plec_02	B12	23/11/07	Keppel Islands	Egg Rock	MPZ	-23.2	151.1	NA	NA	P. maculatus	Adult	480	510
Plec03_H05	T25214	Plec_03	H05	21/01/08	Keppel Islands	Halfway Green	MPZ	-23.2	150.97	150.9730667	-23.20111667	P. maculatus	Adult	480	518
Plec05_C07	T25733	Plec_05	C07	25/01/08	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	150.9731333	-23.19728333	P. maculatus	Adult	480	510
Plec05_C08	T26536	Plec_05	C08	28/01/08	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	150.9844	-23.18995	P. maculatus	Adult	482	506
Plec01_A07	T00783	Plec_01	A07	21/11/07	Keppel Islands	Middle Is	MPZ	-23.17	150.92	150.9221167	-23.16738333	P. maculatus	Adult	485	512
Plec06_F03	T26874	Plec_06	F03	29/01/08	Keppel Islands	Middle Is	MPZ	-23.17	150.92	150.5911667	-23.16451667	P. maculatus	Adult	485	516
Plec03_H02	T26327	Plec_03	H02	28/01/08	Keppel Islands	Halfway Green	MPZ	-23.2	150.97	150.9734167	-23.20221667	P. maculatus	Adult	486	512
Plec05_A01	T25949	Plec_05	A01	26/01/08	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	150.983	-23.18983333	P. maculatus	Adult	486	512
Plec31_E03	P.Ad-01387	Plec_31	E03	27/05/12	Keppel Islands	Egg Rock	MPZ	-23.2	151.1	-23.1978	151.1012	P. maculatus	Adult	489	536
Plec30_G10	P.Ad-01323	Plec_30	G10	3/06/12	Keppel Islands	Halfway Green	MPZ	-23.2	150.97	-23.2015	150.9734	P. maculatus	Adult	490	515
Plec03_G08	T33118	Plec_03	G08	31/01/08	Keppel Islands	Halfway Green	MPZ	-23.2	150.97	150.9929	-23.20211667	P. maculatus	Adult	490	520
Plec05_H02	T16041	Plec_05	H02	29/11/07	Keppel Islands	Halfway Green	MPZ	-23.2	150.97	150.9724	-23.20105	P. maculatus	Adult	490	500
Plec01_E07	T19803	Plec_01	E07	20/01/08	Keppel Islands	Middle Is	MPZ	-23.17	150.92	150.9247667	-23.16751667	P. maculatus	Adult	491	520
Plec30_C06	P.Ad-01271	Plec_30	C06	3/06/12	Keppel Islands	Egg Rock	MPZ	-23.2	151.1	-23.2004	151.099	P. maculatus	Adult	492	525
Plec01_D04	T26214	Plec_01	D04	29/01/08	Keppel Islands	Middle Is	MPZ	-23.17	150.92	150.9250833	-23.1676	P. maculatus	Adult	495	520
Plec01_E05	T00268	Plec_01	E05	19/11/07	Keppel Islands	Middle Is	MPZ	-23.17	150.92	150.92116	-23.17142	P. maculatus	Adult	495	520
Plec01_E10	T19814	Plec_01	E10	20/01/08	Keppel Islands	Middle Is	MPZ	-23.17	150.92	150.9247667	-23.16751667	P. maculatus	Adult	499	530
Plec31_C02	P.Ad-01362	Plec_31	C02	2/06/12	Keppel Islands	Egg Rock	MPZ	-23.2	151.1	-23.1986	151.1011	P. maculatus	Adult	500	529
Plec01_A04	T00567	Plec_01	A04	20/11/07	Keppel Islands	Middle Is	MPZ	-23.17	150.92	150.9263833	-23.1687	P. maculatus	Adult	500	530
Plec02_G08	T16257	Plec_02	G08	29/11/07	Keppel Islands	Halfway Green	MPZ	-23.2	150.97	150.9722333	-23.20088333	P. maculatus	Adult	500	510
Plec03_H09	T16256	Plec_03	H09	25/01/08	Keppel Islands	Halfway Green	MPZ	-23.2	150.97	150.9735333	-23.19811667	P. maculatus	Adult	500	529
Plec03_H10	T26086	Plec_03	H10	27/01/08	Keppel Islands	Halfway Green	MPZ	-23.2	150.97	150.9734167	-23.19833333	P. maculatus	Adult	500	530
Plec05_B03	T26857	Plec_05	B03	28/01/08	Keppel Islands	Middle Is	MPZ	-23.17	150.92	150.9204333	-23.16135	P. maculatus	Adult	500	520
Plec06_E11	R24159	Plec_06	E11	20/01/08	Keppel Islands	Middle Is	MPZ	-23.17	150.92	-23.1711	150.9206	P. maculatus	Adult	500	526
Plec05_G03	T01852	Plec_05	G03	28/11/07	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	150.9794333	-23.18803333	P. maculatus	Adult	501	529
Plec06_H01	T01619	Plec_06	H01	24/01/08	Keppel Islands	Middle Is	MPZ	-23.17	150.92	150.9203833	-23.16073333	P. maculatus	Adult	502	530
Plec01_A03	T26237	Plec_01	A03	30/01/08	Keppel Islands	Middle Is	MPZ	-23.17	150.92	150.9263	-23.16843333	P. maculatus	Adult	504	535
Plec03_F02	T25301	Plec_03	F02	21/01/08	Keppel Islands	Halfway Green	MPZ	-23.2	150.97	150.9729833	-23.20113333	P. maculatus	Adult	506	540
Plec31_D08	P.Ad-01380	Plec_31	D08	27/05/12	Keppel Islands	Egg Rock	MPZ	-23.2	151.1	-23.1978	151.1012	P. maculatus	Adult	510	548
Plec02_B03	T16548	Plec_02	B03	30/11/07	Keppel Islands	Egg Rock	MPZ	-23.2	151.1	150.1019167	-23.1979	P. maculatus	Adult	510	540
Plec03_B10	T25961	Plec_03	B10	25/01/08	Keppel Islands	Halfway Green	MPZ	-23.2	150.97	150.97265	-23.201	P. maculatus	Adult	510	536
Plec03_E06	T16260	Plec_03	E06	29/11/07	Keppel Islands	Halfway Green	MPZ	-23.2	150.97	150.9722333	-23.20088333	P. maculatus	Adult	510	530
Plec06_G08	T00676	Plec_06	G08	21/11/07	Keppel Islands	Middle Is	MPZ	-23.17	150.92	150.92117	-23.16266	P. maculatus	Adult	510	540
Plec06_H12	T00234	Plec_06	H12	19/11/07	Keppel Islands	Middle Is	MPZ	-23.17	150.92	150.9169167	-23.16923333	P. maculatus	Adult	510	525
Plec31_E01	P.Ad-01385	Plec_31	E01	27/05/12	Keppel Islands	Egg Rock	MPZ	-23.2	151.1	-23.1978	151.1012	P. maculatus	Adult	511	541
Plec30_F08	P.Ad-01309	Plec_30	F08	19/05/12	Keppel Islands	Halfway Green	MPZ	-23.2	150.97	-23.1982	150.9736	P. maculatus	Adult	512	526
Plec30_G04	P.Ad-01317	Plec_30	G04	19/05/12	Keppel Islands	40 Acre Paddock	HPZ	-23.15	150.89	-23.1503	150.8891	P. maculatus	Adult	512	542
Plec30_F09	P.Ad-01310	Plec_30	F09	19/05/12	Keppel Islands	Halfway Green	MPZ	-23.2	150.97	-23.1982	150.9736	P. maculatus	Adult	515	542
Plec05_A06	T25373	Plec_05	A06	22/01/08	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	150.9862833	-23.19226667	P. maculatus	Adult	515	550
Plec05_C11	T19389	Plec_05	C11	21/01/08	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	150.9862	-23.19205	P. maculatus	Adult	515	537
Plec05_E05	T26979	Plec_05	E05	1/02/08	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	150.98125	-23.1889	P. maculatus	Adult	515	537
Plec01_G02	T00607	Plec_01	G02	21/11/07	Keppel Islands	Middle Is	MPZ	-23.17	150.92	150.9253667	-23.16766667	P. maculatus	Adult	516	540
Plec03_B05	T19371	Plec_03	B05	21/01/08	Keppel Islands	Halfway Green	MPZ	-23.2	150.97	150.973	-23.20145	P. maculatus	Adult	517	536
Plec01_C01	T19805	Plec_01	C01	20/01/08	Keppel Islands	Middle Is	MPZ	-23.17	150.92	150.9247667	-23.16751667	P. maculatus	Adult	519	541
Plec30_B10	P.Ad-01263	Plec_30	B10	3/06/12	Keppel Islands	Egg Rock	MPZ	-23.2	151.1	-23.2004	151.099	P. maculatus	Adult	520	545
