Title:,"Time Series, Area-Averaged of Sea Surface Temperature at 11 microns (Night) 8-daily 4 km [MODIS-Aqua ()"
User Start Date:,2002-07-04T00:00:00Z
User End Date:,2022-06-01T23:59:59Z
User Bounding Box:,"150.9219,-23.2471,150.9563,-23.2086"
Data Bounding Box:,"150.938,-23.2292,150.938,-23.2292"
URL to Reproduce Results:,"https://giovanni.gsfc.nasa.gov/giovanni/#service=ArAvTs&starttime=2002-07-04T00:00:00Z&endtime=2022-06-01T23:59:59Z&bbox=150.9219,-23.2471,150.9563,-23.2086&data=MODISA_L3m_NSST_8d_4km_R2019_0_sst&portal=GIOVANNI&format=json"
Fill Value (mean_MODISA_L3m_NSST_8d_4km_R2019_0_sst):, -32767

time, mean_MODISA_L3m_NSST_8d_4km_R2019_0_sst
2016-11-07 12:10:01,25.5499992
2016-11-15 12:00:01,26.0699997
2016-11-23 12:10:01,26.3099995
2016-12-01 12:00:01,26.3249989
2016-12-09 12:10:01,26.3249989
2016-12-17 12:00:01,26.9049988
2016-12-25 12:10:01,26.4899998
2016-12-31 12:10:01,-32767
2017-01-08 12:20:00,26.3449993
2017-01-16 12:10:01,28.7249985
2017-01-24 12:20:00,28.5849991
2017-02-01 12:10:01,28.3949986
2017-02-09 12:20:01,25.8449993
2017-02-17 12:10:01,28.8449993
2017-02-25 12:20:01,28.2950001
2017-03-05 12:10:01,28.4449997
2017-03-13 12:20:01,28.4849987
2017-03-29 12:20:01,26.3649998
2017-04-06 12:10:01,25.2099991
2017-04-14 12:50:01,25.3699989
2017-04-22 12:10:01,24.2099991
2017-04-30 12:45:01,23.2999992
2017-05-08 12:10:01,22.5249996
2017-05-16 12:45:01,22.039999
2017-05-24 12:10:01,22.8400002
2017-06-01 12:45:01,21.9349995
2017-06-09 12:10:01,20.9249992
2017-06-17 12:45:01,20.8299999
2017-06-25 12:10:01,20.8050003
2017-07-03 12:45:01,21.0100002
2017-07-11 12:10:01,21.2649994
2017-07-19 12:45:01,21.0599995
2017-07-27 12:10:01,21.0299988
2017-08-04 12:45:01,21.75
2017-08-12 12:10:01,22.1049995
2017-08-20 12:45:01,21.6749992
2017-08-28 12:10:01,21.25
2017-09-13 12:10:01,22.3699989
2017-09-21 12:20:00,22.9099998
2017-09-29 12:10:01,23.8400002
2017-10-07 12:20:00,24.6749992
2017-10-15 12:10:01,24.7999992
2017-10-23 12:20:00,24.8799992
2017-10-31 12:10:01,26.7649994
2017-11-08 12:20:01,24.7199993
2017-11-16 12:10:01,24.8199997
2017-11-24 12:20:01,23.6449986
2017-12-02 12:10:01,26.0100002
2017-12-10 12:20:01,26.3099995
2017-12-18 12:10:00,27.1049995
2017-12-26 12:20:01,27.6749992
2017-12-31 12:40:00,28.5349998
2018-01-08 12:25:01,28.5849991
2018-01-16 12:40:01,28.3299999
2018-01-24 12:25:01,28.2549992
2018-02-01 12:40:01,26.6449986
2018-02-09 12:25:01,26.7199993
2018-02-17 12:40:01,28.3149986
2018-02-25 12:25:01,27.6749992
2018-03-05 12:40:01,26.5749989
2018-03-13 12:25:01,26.0849991
2018-03-21 12:40:01,26.2849998
2018-03-29 12:25:01,-32767
2018-04-06 12:40:01,24.6700001
2018-04-14 12:25:01,24.9699993
2018-04-22 13:00:00,25.0699997
2018-04-30 12:25:01,24.6549988
2018-05-08 13:00:00,23.6849995
2018-05-16 12:25:00,22.6000004
2018-05-24 13:00:01,21.6399994
2018-06-01 12:25:00,21.2600002
2018-06-09 13:00:01,20.6149998
2018-06-17 12:25:00,20.3999996
2018-06-25 13:00:01,19.6749992
2018-07-03 12:25:00,20.0200005
2018-07-11 13:00:01,19.8999996
2018-07-19 12:25:00,20.0100002
2018-07-27 13:00:01,20.4949989
2018-08-04 12:25:00,20.4049988
2018-08-12 13:00:01,20.6399994
2018-08-20 12:25:00,20.0949993
2018-08-28 12:45:01,20.3500004
2018-09-05 12:25:00,21.1499996
2018-09-13 12:40:01,21.75
2018-09-21 12:25:00,21.8549995
2018-09-29 12:40:01,22.1599998
2018-10-07 12:25:00,22.7549992
2018-10-15 12:40:01,24.0649986
2018-10-23 12:25:00,24.3449993
2018-10-31 12:40:01,25.3799992
2018-11-08 12:25:00,25.5900002
2018-11-16 12:40:00,26.5
2018-11-24 12:25:01,26.2950001
2018-12-02 12:40:00,27.3099995
2018-12-10 12:25:01,25.6549988
2018-12-18 12:40:01,26.6999989
2018-12-26 12:25:01,26.4099998
2018-12-31 12:10:01,26.039999
2019-01-08 12:00:00,26.1149998
2019-01-16 12:10:01,27.2199993
2019-01-24 12:00:00,27.3299999
2019-02-01 12:10:00,-32767
2019-02-09 12:00:01,27.4300003
2019-02-17 12:10:00,27.1700001
2019-02-25 12:00:01,27.4049988
2019-03-05 12:10:01,26.1299992
2019-03-13 12:00:01,27.3699989
2019-03-21 12:10:01,28.1449986
2019-03-29 12:00:01,26.7150002
2019-04-06 12:10:01,25.7049999
2019-04-14 12:00:01,24.7150002
2019-04-22 12:40:01,23.8050003
2019-04-30 12:00:01,23.9750004
2019-05-08 12:40:01,24.1399994
2019-05-16 12:00:01,22.2799988
2019-05-24 12:40:01,22.539999
2019-06-01 12:00:01,21.0100002
2019-06-09 12:40:01,20.539999
2019-06-17 12:00:01,20.9099998
2019-06-25 12:40:00,20.0749989
2019-07-03 12:00:01,19.5100002
2019-07-11 12:40:00,20.2349987
2019-07-19 12:00:01,19.4849987
2019-07-27 12:40:00,19.8449993
2019-08-04 12:00:01,19.9849987
2019-08-12 12:40:00,19.75
2019-08-20 12:00:01,20.125
2019-08-28 12:40:00,20.5349998
2019-09-05 12:00:01,20.8449993
2019-09-13 12:10:01,20.9650002
2019-09-21 12:00:01,22.2250004
2019-09-29 12:10:01,22.6099987
2019-10-07 12:00:01,23.2799988
2019-10-15 12:10:01,23.5799999
2019-10-23 12:00:00,24.1599998
2019-10-31 12:10:01,24.5249996
2019-11-08 12:00:00,24.4499989
2019-11-16 12:10:00,25.7799988
2019-11-24 12:00:01,25.7150002
2019-12-02 12:10:01,26.5499992
2019-12-10 12:00:01,27.3199997
2019-12-18 12:10:01,26.664999
2019-12-26 12:00:01,27.1299992
2019-12-31 12:15:00,27
2020-01-08 12:25:00,26.7549992
2020-01-16 12:15:01,28.1149998
2020-01-24 12:25:01,28.3299999
2020-02-01 12:15:01,28.7699986
2020-02-09 12:25:01,29.414999
2020-02-17 12:15:01,29.9349995
2020-02-25 12:25:01,29.1099987
2020-03-04 12:15:01,27.4749985
2020-03-12 12:25:01,26.4899998
2020-03-20 12:15:00,25.7249985
2020-03-28 12:30:01,26.2799988
2020-04-05 12:15:00,26.0149994
2020-04-13 12:50:01,25.7049999
2020-04-21 12:15:00,26.2600002
2020-04-29 12:50:01,24.1499996
2020-05-07 12:15:00,23.6449986
2020-05-15 12:50:01,22.4599991
2020-05-23 12:15:00,21.1450005
2020-05-31 12:50:01,20.9399986
2020-06-08 12:15:01,21.4650002
2020-06-16 12:50:01,21.2049999
2020-06-24 12:15:01,20.9499989
2020-07-02 12:50:01,19.9899998
2020-07-10 12:15:01,19.7049999
2020-07-18 12:50:01,18.9049988
2020-07-26 12:15:01,19.5249996
2020-08-03 12:50:01,20.1949997
2020-08-11 12:15:01,20.1000004
2020-08-19 13:05:01,-32767
2020-09-02 19:53:07,-32767
2020-09-04 12:30:00,20.75
2020-09-12 12:15:01,21.2600002
2020-09-20 12:25:01,22.5249996
2020-09-28 12:15:01,22.7150002
2020-10-06 12:25:01,-32767
2020-10-14 12:15:01,23.3400002
2020-10-22 12:25:01,24.5499992
2020-10-30 12:15:01,24.9650002
2020-11-07 12:25:01,24.7099991
2020-11-15 12:15:00,26.2549992
2020-11-23 12:25:00,26.1350002
2020-12-01 12:15:01,27.2349987
2020-12-09 12:25:01,26.6949997
2020-12-17 12:15:01,27.3850002
2020-12-25 12:25:01,26.9799995
2020-12-31 12:25:01,27.0749989
2021-01-08 12:40:01,26.1049995
2021-01-16 12:25:00,27.0450001
2021-01-24 12:40:01,27.1700001
2021-02-01 12:25:00,27.0100002
2021-02-09 12:40:00,26.8349991
2021-02-17 12:25:01,27.4749985
2021-02-25 12:40:00,25.8499985
2021-03-05 12:25:01,27.625
2021-03-13 12:40:01,27.9849987
2021-03-21 12:25:01,27.4049988
2021-03-29 12:40:01,26.6549988
2021-04-06 12:25:01,25.6999989
2021-04-14 12:40:01,25.5299988
2021-04-22 12:25:01,24.0349998
2021-04-30 13:00:00,23.6149998
2021-05-08 12:25:01,24.3500004
2021-05-16 13:00:00,22.9449997
2021-05-24 12:25:01,21.6949997
2021-06-01 13:00:01,21.1199989
2021-06-09 12:25:00,21.0450001
2021-06-17 13:00:01,21.2700005
2021-06-25 12:25:00,19.9499989
2021-07-03 13:00:01,19.9949989
2021-07-11 12:25:00,20.1549988
2021-07-19 13:00:01,20.039999
2021-07-27 12:25:00,20.1999989
2021-08-04 13:00:01,20.3799992
2021-08-12 12:25:00,20.039999
2021-08-20 13:00:01,20.6899986
2021-08-28 12:25:01,21.2749996
2021-09-05 12:40:00,21.3500004
2021-09-13 12:25:01,21.7799988
2021-09-21 12:40:00,21.8149986
2021-09-29 12:25:01,22.4599991
2021-10-07 12:40:00,23.3699989
2021-10-15 12:25:01,24.2349987
2021-10-23 12:40:01,25.3999996
2021-10-31 12:25:01,25.0699997
2021-11-08 12:40:01,26.0299988
2021-11-16 12:25:00,26.2349987
2021-11-25 00:00:00,26.1049995
2021-12-03 00:00:00,26.9200001
2021-12-11 00:00:00,28.1049995
2021-12-19 00:00:00,28.2649994
2021-12-27 00:00:00,-32767
2022-01-01 00:00:00,27.3899994
2022-01-09 00:00:00,28.0849991
2022-01-17 00:00:00,28.8999996
2022-01-25 00:00:00,27.6049995
2022-02-02 00:00:00,27.0799999
2022-02-10 00:00:00,26.2749996
2022-02-18 00:00:00,26.9249992
2022-02-26 00:00:00,27.7249985
2022-03-06 00:00:00,28.3400002
2022-03-14 00:00:00,26.7950001
2022-03-22 00:00:00,26.664999
2022-03-30 00:00:00,27.1499996
2022-04-23 00:00:00,23.625
2022-05-01 00:00:00,24.125
2022-05-09 00:00:00,23.0900002
2022-05-17 00:00:00,22.0499992
2022-05-25 00:00:00,22.2999992
